PostCode,PostcodeNummers,PostcodeLetters,Latitude,Longitude
1068JW,1068,JW,52.35573307,4.813799882
1068JX,1068,JX,52.35544368,4.8148849
1068JZ,1068,JZ,52.35500047,4.811893828
1068KA,1068,KA,52.35510294,4.811083817
1068KB,1068,KB,52.35529305,4.811213887
1068KC,1068,KC,52.35278616,4.808126194
1068KD,1068,KD,52.35207215,4.806887413
1068KE,1068,KE,52.35185077,4.80568758
1068KG,1068,KG,52.35239989,4.807338981
1068KH,1068,KH,52.3521612,4.806213915
1068KJ,1068,KJ,52.35117553,4.806751107
1068KK,1068,KK,52.35234957,4.816646004
1068KL,1068,KL,52.35249612,4.8146119
1068KM,1068,KM,52.35205496,4.812037297
1068KN,1068,KN,52.35347029,4.811893821
1068KP,1068,KP,52.35358451,4.810832292
1068KR,1068,KR,52.35333679,4.810857497
1068KS,1068,KS,52.35323168,4.810357916
1068KT,1068,KT,52.35206169,4.80883172
1068KV,1068,KV,52.36428293,4.806532777
1068KW,1068,KW,52.36346706,4.806637911
1068KX,1068,KX,52.36354996,4.807048275
1068KZ,1068,KZ,52.36299493,4.807005137
1068LA,1068,LA,52.35942078,4.808416711
1068LD,1068,LD,52.36259616,4.804185173
1068LE,1068,LE,52.3615521,4.805974415
1068LG,1068,LG,52.35770074,4.808110115
1068LH,1068,LH,52.35505162,4.809439458
1068LJ,1068,LJ,52.36467395,4.800466492
1068LK,1068,LK,52.36437212,4.800619748
1068LL,1068,LL,52.36402404,4.800778894
1068LM,1068,LM,52.36180401,4.802011688
1068LN,1068,LN,52.36149923,4.80217475
1068LP,1068,LP,52.36119895,4.802338975
1068LR,1068,LR,52.36249621,4.803165517
1068LS,1068,LS,52.36249011,4.803169791
1068LT,1068,LT,52.36248027,4.803180932
1068LV,1068,LV,52.36247042,4.803186934
1068LW,1068,LW,52.36246104,4.803199536
1068LX,1068,LX,52.3624512,4.803207741
1068LZ,1068,LZ,52.36247704,4.803162623
1068MA,1068,MA,52.36248371,4.803149322
1068MB,1068,MB,52.36246892,4.803156123
1068MC,1068,MC,52.36211101,4.801247977
1068MD,1068,MD,52.36190864,4.800150719
1068ME,1068,ME,52.36174419,4.799311188
1068MG,1068,MG,52.36147553,4.798121199
1068MH,1068,MH,52.36286316,4.802182463
1068MJ,1068,MJ,52.36227491,4.800003344
1068MK,1068,MK,52.36199861,4.798493022
1068ML,1068,ML,52.36101808,4.79869575
1068MN,1068,MN,52.35890924,4.799752449
1068MP,1068,MP,52.35688029,4.800865451
1068MR,1068,MR,52.35201133,4.803554268
1068MS,1068,MS,52.35367137,4.803933793
1068MT,1068,MT,52.36061147,4.798378124
1068MV,1068,MV,52.35637308,4.800639241
1068MX,1068,MX,52.35491419,4.801419988
1068MZ,1068,MZ,52.35384096,4.801938107
1068NA,1068,NA,52.35149914,4.803269263
1068NB,1068,NB,52.35491984,4.815165005
1068NC,1068,NC,52.35446166,4.812884735
1068ND,1068,ND,52.35401018,4.810881635
1068NE,1068,NE,52.35401939,4.810928696
1068NG,1068,NG,52.3540254,4.810975798
1068NH,1068,NH,52.35403933,4.810891392
1068NJ,1068,NJ,52.35385134,4.810132379
1068NK,1068,NK,52.35386958,4.810187919
1068NL,1068,NL,52.3538764,4.810234801
1068NM,1068,NM,52.35311319,4.806346777
1068NN,1068,NN,52.35267791,4.804146721
1068NP,1068,NP,52.35485054,4.812563496
1068NR,1068,NR,52.35486429,4.810938048
1068NT,1068,NT,52.35385738,4.806285119
1068NV,1068,NV,52.35618864,4.815557983
1068NW,1068,NW,52.35437895,4.816566629
1068NX,1068,NX,52.35390801,4.815866134
1068NZ,1068,NZ,52.35344559,4.813585556
1068PA,1068,PA,52.35283172,4.805980769
1068PB,1068,PB,52.35239827,4.804244653
1068PC,1068,PC,52.35174828,4.806486854
1068PD,1068,PD,52.3514049,4.804780754
1068PH,1068,PH,52.36518914,4.807459593
1068PJ,1068,PJ,52.36436282,4.806094051
1068PK,1068,PK,52.36436495,4.807373463
1068PL,1068,PL,52.36456238,4.807312156
1068PM,1068,PM,52.3637566,4.808276727
1068PN,1068,PN,52.36296077,4.800076566
1068PP,1068,PP,52.363106,4.799583345
1068PR,1068,PR,52.36319733,4.800238883
1068RA,1068,RA,52.35527248,4.802146052
1068RB,1068,RB,52.35462252,4.805218245
1068RC,1068,RC,52.35553448,4.803852685
1068RD,1068,RD,52.35546557,4.803418118
1068RE,1068,RE,52.35589439,4.805552026
1068RG,1068,RG,52.35579916,4.805106003
1068RH,1068,RH,52.35601715,4.807397783
1068RJ,1068,RJ,52.35610433,4.80676213
1068RK,1068,RK,52.35562554,4.80636353
1068RL,1068,RL,52.35527972,4.804640399
1068RM,1068,RM,52.35495159,4.802993526
1068RN,1068,RN,52.35529746,4.806149468
1068RP,1068,RP,52.35476915,4.803498065
1068RR,1068,RR,52.35473475,4.806255529
1068RS,1068,RS,52.35694447,4.806763024
1068RT,1068,RT,52.35551474,4.807936811
1068RV,1068,RV,52.35638652,4.808445365
1068RW,1068,RW,52.35595743,4.808635623
1068RX,1068,RX,52.35569246,4.808319653
1068RZ,1068,RZ,52.35523071,4.808319719
1068SB,1068,SB,52.35462341,4.808218012
1068SC,1068,SC,52.35433985,4.808817882
1068SE,1068,SE,52.35346732,4.808888927
1068SG,1068,SG,52.35235113,4.809408416
1068SH,1068,SH,52.35336617,4.809342153
1068SJ,1068,SJ,52.35235855,4.809935454
1068SK,1068,SK,52.35159968,4.809903876
1068SL,1068,SL,52.36254987,4.798580467
1068SM,1068,SM,52.36308064,4.798295369
1068SN,1068,SN,52.35335257,4.807875496
1068SP,1068,SP,52.35939713,4.806645655
1068SR,1068,SR,52.35999796,4.80653117
1068ST,1068,ST,52.36019358,4.806678503
1068SV,1068,SV,52.36018194,4.806620706
1068SW,1068,SW,52.36015639,4.806477691
1068SX,1068,SX,52.35945724,4.802840873
1068SZ,1068,SZ,52.35939132,4.802827265
1068TA,1068,TA,52.35781906,4.803758106
1068TB,1068,TB,52.35826519,4.804471912
1068TC,1068,TC,52.35911143,4.8056128
1068TD,1068,TD,52.35844925,4.806101872
1068TG,1068,TG,52.35778243,4.806666781
1068VM,1068,VM,52.36613567,4.807664099
1068VN,1068,VN,52.36597137,4.805043506
1068VP,1068,VP,52.35071842,4.804483507
1068VR,1068,VR,52.35094999,4.805620407
1068VS,1068,VS,52.35171386,4.803949033
1068VT,1068,VT,52.35194071,4.805083222
1068VV,1068,VV,52.35163545,4.804599081
1068VW,1068,VW,52.35281547,4.813024316
1068VX,1068,VX,52.35304573,4.814171727
1068VZ,1068,VZ,52.35374213,4.812553576
1068WB,1068,WB,52.35397029,4.813687525
1068WC,1068,WC,52.35369143,4.813148859
1068WD,1068,WD,52.35392288,4.814286725
1068WE,1068,WE,52.35327855,4.815310555
1068WG,1068,WG,52.35350575,4.816448244
1068WH,1068,WH,52.3542009,4.814826125
1068WJ,1068,WJ,52.35442866,4.815968108
1068WK,1068,WK,52.35415025,4.815417569
1068WL,1068,WL,52.35779671,4.807937139
1068WN,1068,WN,52.35769797,4.807989048
1068WP,1068,WP,52.35768215,4.807997889
1068WR,1068,WR,52.35766632,4.808004141
1068WS,1068,WS,52.35765157,4.808014695
1068WT,1068,WT,52.35742519,4.808158193
1068WV,1068,WV,52.35741912,4.808158479
1068WX,1068,WX,52.35742215,4.808129081
1068WZ,1068,WZ,52.35740529,4.808140527
1068XA,1068,XA,52.35727249,4.808219686
1068XB,1068,XB,52.36156585,4.803669763
1068XC,1068,XC,52.36155513,4.803666567
1068XD,1068,XD,52.3615466,4.803668881
1068XE,1068,XE,52.36153858,4.803681466
1068XG,1068,XG,52.36153004,4.803681578
1068XH,1068,XH,52.36152157,4.80369637
1068XJ,1068,XJ,52.36152243,4.80368755
1068XK,1068,XK,52.36156157,4.803695844
1068XL,1068,XL,52.36173764,4.803613215
1068XM,1068,XM,52.36376213,4.802491955
1068XN,1068,XN,52.36357076,4.802596934
1068XP,1068,XP,52.36356182,4.802608063
1068XR,1068,XR,52.36355244,4.802618463
1068XS,1068,XS,52.3635435,4.802629592
1068XT,1068,XT,52.36353458,4.802642189
1068XV,1068,XV,52.3635252,4.802654792
1068XW,1068,XW,52.36351627,4.802665187
1068XX,1068,XX,52.36350733,4.802676316
1068XZ,1068,XZ,52.36468929,4.802001362
1068ZA,1068,ZA,52.36449761,4.802094347
1068ZB,1068,ZB,52.36448777,4.802104754
1068ZC,1068,ZC,52.36447839,4.802115889
1068ZD,1068,ZD,52.36446858,4.802130701
1068ZE,1068,ZE,52.36445874,4.802141108
1068ZG,1068,ZG,52.36444891,4.802151515
1068ZH,1068,ZH,52.36443953,4.80216265
1068ZJ,1068,ZJ,52.36442925,4.802175265
1068ZT,1068,ZT,52.36402499,4.803942344
1068ZV,1068,ZV,52.3648872,4.803464914
1068ZW,1068,ZW,52.36390011,4.803660476
1068ZX,1068,ZX,52.36567837,4.803105795
1068ZZ,1068,ZZ,52.36477633,4.804120019
1069AA,1069,AA,52.36285174,4.793354957
1069AA,1069,AA,52.34833534,4.795592192
1069AB,1069,AB,52.36260538,4.792380077
1069AC,1069,AC,52.36245386,4.791613479
1069AD,1069,AD,52.36225955,4.790640066
1069AE,1069,AE,52.363545,4.794383459
1069AE,1069,AE,52.36327366,4.794727793
1069AG,1069,AG,52.36208575,4.795453571
1069AH,1069,AH,52.3625797,4.793931329
1069AJ,1069,AJ,52.36281275,4.794606365
1069AJ,1069,AJ,52.36221357,4.794119229
1069AL,1069,AL,52.36211494,4.794119567
1069AT,1069,AT,52.3622648,4.792908876
1069AV,1069,AV,52.36336462,4.792084265
1069BB,1069,BB,52.362971,4.791315628
1069BC,1069,BC,52.36272403,4.791455155
1069BD,1069,BD,52.36203481,4.791819745
1069BE,1069,BE,52.3616879,4.792010358
1069BG,1069,BG,52.36134427,4.792188419
1069BH,1069,BH,52.36293739,4.790814565
1069BJ,1069,BJ,52.36262778,4.79098257
1069BK,1069,BK,52.36194059,4.791353392
1069BL,1069,BL,52.36159535,4.791543986
1069BM,1069,BM,52.36125675,4.79173177
1069BN,1069,BN,52.36271961,4.790081701
1069BP,1069,BP,52.362473,4.790191867
1069BR,1069,BR,52.36177041,4.790479171
1069BS,1069,BS,52.36142318,4.790670342
1069BT,1069,BT,52.3610826,4.790860877
1069BV,1069,BV,52.36064533,4.791152753
1069BW,1069,BW,52.36268288,4.789237676
1069BX,1069,BX,52.36061254,4.7892769
1069BX,1069,BX,52.36208248,4.789389664
1069BX,1069,BX,52.36119212,4.789277068
1069BZ,1069,BZ,52.36065803,4.785863498
1069CA,1069,CA,52.36119811,4.784845651
1069CB,1069,CB,52.36050048,4.786401472
1069CC,1069,CC,52.36145204,4.785468738
1069CD,1069,CD,52.36041449,4.784167643
1069CE,1069,CE,52.35950412,4.783054403
1069CG,1069,CG,52.36008595,4.783243612
1069CG,1069,CG,52.36069001,4.782438084
1069CL,1069,CL,52.35861551,4.797283021
1069CW,1069,CW,52.35418696,4.799501516
1069CX,1069,CX,52.35909178,4.796099595
1069CZ,1069,CZ,52.35870484,4.796305375
1069DA,1069,DA,52.35649771,4.797027354
1069DA,1069,DA,52.35600244,4.797644601
1069DG,1069,DG,52.35404476,4.798652638
1069DG,1069,DG,52.35350708,4.795743421
1069DH,1069,DH,52.35761258,4.795832964
1069DJ,1069,DJ,52.35758027,4.795787168
1069DK,1069,DK,52.35742093,4.79504936
1069DL,1069,DL,52.35741875,4.795019218
1069DM,1069,DM,52.35726062,4.796434703
1069DN,1069,DN,52.35714647,4.795681099
1069DP,1069,DP,52.35700146,4.795248758
1069DR,1069,DR,52.35636945,4.792257557
1069DS,1069,DS,52.35740875,4.795132213
1069DT,1069,DT,52.35691548,4.792585974
1069DV,1069,DV,52.35692469,4.792631223
1069DW,1069,DW,52.35693432,4.792677134
1069DX,1069,DX,52.356939,4.79270437
1069DZ,1069,DZ,52.35673394,4.791905821
1069EA,1069,EA,52.35594497,4.787250925
1069EB,1069,EB,52.35675234,4.794321058
1069EC,1069,EC,52.35549197,4.789949499
1069ED,1069,ED,52.35658498,4.789348722
1069EE,1069,EE,52.35740025,4.788870753
1069EG,1069,EG,52.35825622,4.78842097
1069EH,1069,EH,52.35908762,4.787972908
1069EJ,1069,EJ,52.35624474,4.786880265
1069EK,1069,EK,52.3553598,4.787368831
1069EL,1069,EL,52.35540562,4.787604393
1069EM,1069,EM,52.35525759,4.786992333
1069EN,1069,EN,52.35514439,4.786501739
1069EP,1069,EP,52.35514251,4.785569436
1069ER,1069,ER,52.3551675,4.785549526
1069ES,1069,ES,52.35532992,4.785454358
1069ET,1069,ET,52.35543266,4.78540587
1069EV,1069,EV,52.35560353,4.785311076
1069EW,1069,EW,52.35607939,4.786274614
1069EX,1069,EX,52.35504206,4.787534339
1069EZ,1069,EZ,52.35527979,4.787479268
1069GA,1069,GA,52.36003416,4.792456566
1069GB,1069,GB,52.35461611,4.785054872
1069GC,1069,GC,52.35462604,4.785103421
1069GD,1069,GD,52.35412266,4.785133131
1069GE,1069,GE,52.35481206,4.784182096
1069GG,1069,GG,52.35326907,4.789136147
1069GH,1069,GH,52.35428341,4.787948249
1069GJ,1069,GJ,52.35404982,4.786764026
1069GK,1069,GK,52.35468644,4.787658993
1069GL,1069,GL,52.35447017,4.78659264
1069GM,1069,GM,52.3550469,4.788550292
1069GN,1069,GN,52.35495067,4.788607611
1069GP,1069,GP,52.35425952,4.788970888
1069GR,1069,GR,52.35414703,4.789035943
1069GS,1069,GS,52.35385399,4.788096802
1069GT,1069,GT,52.35355477,4.786403999
1069GV,1069,GV,52.35650174,4.796507926
1069GZ,1069,GZ,52.35535511,4.797140637
1069HB,1069,HB,52.35661484,4.795657503
1069HD,1069,HD,52.35496677,4.796513797
1069HK,1069,HK,52.35585907,4.795217731
1069HM,1069,HM,52.35460048,4.79592251
1069HN,1069,HN,52.35461188,4.79515667
1069HP,1069,HP,52.355183,4.794415052
1069HR,1069,HR,52.35515864,4.79231594
1069HT,1069,HT,52.35448355,4.794282012
1069HV,1069,HV,52.35462113,4.793472331
1069HX,1069,HX,52.35392315,4.795200544
1069HZ,1069,HZ,52.35377188,4.794447697
1069JA,1069,JA,52.35364529,4.793806369
1069JC,1069,JC,52.3539298,4.793910098
1069JR,1069,JR,52.35308058,4.799321946
1069JT,1069,JT,52.35265249,4.800236467
1069KA,1069,KA,52.3524734,4.798348089
1069KB,1069,KB,52.35217725,4.796989215
1069KD,1069,KD,52.35257777,4.796162781
1069KE,1069,KE,52.35237735,4.796280652
1069KG,1069,KG,52.35300172,4.796694817
1069KJ,1069,KJ,52.35212038,4.796908524
1069KS,1069,KS,52.35177655,4.795405118
1069KV,1069,KV,52.3516407,4.796643122
1069KW,1069,KW,52.35133564,4.795164491
1069KW,1069,KW,52.35132882,4.79433895
1069LA,1069,LA,52.35209767,4.79881596
1069LB,1069,LB,52.34839812,4.795566672
1069LC,1069,LC,52.34840271,4.79558529
1069LD,1069,LD,52.34840731,4.795605909
1069LE,1069,LE,52.34840741,4.795626588
1069LG,1069,LG,52.34841281,4.795645195
1069LH,1069,LH,52.3486035,4.795362964
1069LK,1069,LK,52.35467899,4.792565213
1069LL,1069,LL,52.34970252,4.793108192
1069LM,1069,LM,52.35837928,4.789344138
1069LN,1069,LN,52.35302748,4.781009641
1069LR,1069,LR,52.35158801,4.779447535
1069LS,1069,LS,52.35065602,4.77845124
1069LT,1069,LT,52.3495559,4.777282214
1069LV,1069,LV,52.3488405,4.776491115
1069LW,1069,LW,52.35265202,4.779777587
1069MC,1069,MC,52.34877871,4.791998844
1069MD,1069,MD,52.34877871,4.791998844
1069ME,1069,ME,52.34652028,4.78960374
1069MG,1069,MG,52.3449114,4.787881233
1069MH,1069,MH,52.34957245,4.79210561
1069MJ,1069,MJ,52.34794736,4.790349816
1069MK,1069,MK,52.34625825,4.788613123
1069ML,1069,ML,52.34492504,4.787125285
1069MN,1069,MN,52.34602466,4.781221203
1069MP,1069,MP,52.36368002,4.793124458
1069MR,1069,MR,52.36359216,4.792643954
1069MS,1069,MS,52.36347653,4.791755809
1069MT,1069,MT,52.36337542,4.791244946
1069MV,1069,MV,52.36321062,4.790412766
1069MX,1069,MX,52.3631063,4.789892436
1069MZ,1069,MZ,52.36288568,4.788919296
1069NB,1069,NB,52.35529132,4.780003287
1069NC,1069,NC,52.35466681,4.778008831
1069ND,1069,ND,52.35442899,4.777836066
1069NE,1069,NE,52.35337694,4.776715874
1069NG,1069,NG,52.35590515,4.776644351
1069NH,1069,NH,52.35441722,4.776012544
1069NH,1069,NH,52.35467004,4.775272343
1069NJ,1069,NJ,52.35563959,4.777324477
1069NK,1069,NK,52.35429966,4.775889336
1069NL,1069,NL,52.35527718,4.778129477
1069NM,1069,NM,52.35404537,4.776723607
1069NN,1069,NN,52.35403404,4.777414105
1069NP,1069,NP,52.35493686,4.778980354
1069NR,1069,NR,52.35360212,4.777673241
1069NR,1069,NR,52.35367456,4.777965811
1069NS,1069,NS,52.3546089,4.779722103
1069NT,1069,NT,52.35333657,4.778469247
1069NV,1069,NV,52.35423471,4.780177158
1069NW,1069,NW,52.35306404,4.779153681
1069NX,1069,NX,52.35339804,4.782209767
1069NZ,1069,NZ,52.35236196,4.780893189
1069PA,1069,PA,52.35329417,4.782964156
1069PB,1069,PB,52.35208461,4.781578522
1069PB,1069,PB,52.35208558,4.781833194
1069PC,1069,PC,52.35506214,4.782144878
1069PD,1069,PD,52.35304009,4.783799266
1069PE,1069,PE,52.35161242,4.782246805
1069PE,1069,PE,52.35191251,4.782261207
1069PG,1069,PG,52.3527001,4.784620575
1069PH,1069,PH,52.35129177,4.783116559
1069PJ,1069,PJ,52.3523767,4.785458319
1069PK,1069,PK,52.35098277,4.7839734
1069PK,1069,PK,52.35105603,4.784386428
1069PL,1069,PL,52.3520174,4.786286774
1069PM,1069,PM,52.35088744,4.78481436
1069PM,1069,PM,52.35074098,4.785175942
1069PM,1069,PM,52.35081566,4.784999469
1069PN,1069,PN,52.35175632,4.78700146
1069PP,1069,PP,52.35056793,4.785611268
1069PP,1069,PP,52.35053692,4.785699086
1069PR,1069,PR,52.35360466,4.78421006
1069PS,1069,PS,52.35217062,4.784189538
1069PT,1069,PT,52.35212776,4.783050872
1069PT,1069,PT,52.35266663,4.78220414
1069PV,1069,PV,52.35133445,4.78556143
1069PW,1069,PW,52.35161247,4.78345739
1069PX,1069,PX,52.35086105,4.783000388
1069RA,1069,RA,52.3540147,4.797206555
1069RB,1069,RB,52.35370912,4.797893541
1069RC,1069,RC,52.35375714,4.797257822
1069RD,1069,RD,52.35341583,4.796412145
1069RE,1069,RE,52.35085605,4.795205511
1069RG,1069,RG,52.35326193,4.794921778
1069RH,1069,RH,52.35312157,4.794174231
1069RJ,1069,RJ,52.35297439,4.793451103
1069RK,1069,RK,52.35555276,4.793326645
1069RL,1069,RL,52.35539169,4.792342802
1069RM,1069,RM,52.35298983,4.788020786
1069RN,1069,RN,52.35023789,4.796502561
1069RR,1069,RR,52.35038099,4.801400581
1069RS,1069,RS,52.34974438,4.798453667
1069RT,1069,RT,52.35025817,4.795817172
1069RV,1069,RV,52.35056231,4.797942114
1069SC,1069,SC,52.35166351,4.79934906
1069SE,1069,SE,52.35107186,4.79646836
1069SE,1069,SE,52.35105176,4.797034484
1069SG,1069,SG,52.35048494,4.797378905
1069SH,1069,SH,52.35085453,4.799497636
1069SR,1069,SR,52.35105858,4.798681049
1069SZ,1069,SZ,52.35122203,4.800332061
1069TD,1069,TD,52.35153016,4.801660226
1069TK,1069,TK,52.35882737,4.783947891
1069TL,1069,TL,52.35776666,4.782385006
1069TM,1069,TM,52.35796456,4.783066653
1069TN,1069,TN,52.35845043,4.784390361
1069TP,1069,TP,52.35834107,4.78212284
1069TR,1069,TR,52.35374847,4.790860393
1069TS,1069,TS,52.35461504,4.790407949
1069TT,1069,TT,52.35709752,4.779354548
1069TV,1069,TV,52.3562013,4.779942158
1069TW,1069,TW,52.3567291,4.779348828
1069TX,1069,TX,52.35662687,4.778962166
1069TZ,1069,TZ,52.35830649,4.780339062
1069VA,1069,VA,52.35703799,4.779955173
1069VB,1069,VB,52.35582592,4.781807239
1069VC,1069,VC,52.35585646,4.781524984
1069VD,1069,VD,52.35575069,4.781138655
1069VE,1069,VE,52.35643627,4.781425321
1069VG,1069,VG,52.35683374,4.780988155
1069VH,1069,VH,52.35670731,4.780691764
1069VJ,1069,VJ,52.35740083,4.780907595
1069VK,1069,VK,52.35780383,4.78046789
1069VL,1069,VL,52.35767178,4.780170561
1069VM,1069,VM,52.35782222,4.781451333
1069VN,1069,VN,52.35640827,4.78200762
1069VP,1069,VP,52.35569468,4.784130753
1069VR,1069,VR,52.35593373,4.783454105
1069VS,1069,VS,52.35585212,4.783040816
1069VT,1069,VT,52.35624583,4.785003587
1069VV,1069,VV,52.35616498,4.784604961
1069VW,1069,VW,52.35667771,4.784112785
1069VX,1069,VX,52.35674699,4.783779932
1069VZ,1069,VZ,52.3569179,4.78293794
1069WB,1069,WB,52.35685117,4.782503275
1069WC,1069,WC,52.3572273,4.784487533
1069WD,1069,WD,52.35716403,4.784065193
1069WE,1069,WE,52.35738856,4.785845528
1069WG,1069,WG,52.35868225,4.784458003
1069WH,1069,WH,52.3582851,4.784664685
1069WJ,1069,WJ,52.35705685,4.785306358
1069WK,1069,WK,52.35718973,4.786945399
1069WL,1069,WL,52.35767505,4.786231278
1069WN,1069,WN,52.35689018,4.7866577
1069WP,1069,WP,52.35797254,4.784979396
1069WR,1069,WR,52.35745696,4.78275426
1069WS,1069,WS,52.35839769,4.783202913
1069WT,1069,WT,52.3580224,4.783409586
1069WV,1069,WV,52.35853258,4.783835653
1069WX,1069,WX,52.35815661,4.784029992
1069WZ,1069,WZ,52.35878799,4.785110551
1069XA,1069,XA,52.35841537,4.785310723
1069XB,1069,XB,52.35891924,4.785750134
1069XC,1069,XC,52.3585453,4.785945878
1069XD,1069,XD,52.35904647,4.7863918
1069XE,1069,XE,52.358675,4.786594772
1069XG,1069,XG,52.35781074,4.790998364
1069XH,1069,XH,52.3574419,4.791195621
1069XJ,1069,XJ,52.35711739,4.791385563
1069XK,1069,XK,52.35820851,4.791722114
1069XL,1069,XL,52.35787758,4.791894148
1069XM,1069,XM,52.35755714,4.792068485
1069XN,1069,XN,52.35936134,4.795593988
1069XP,1069,XP,52.35925358,4.794877435
1069XR,1069,XR,52.35905857,4.793951859
1069XS,1069,XS,52.35886616,4.793058953
1069XT,1069,XT,52.35876,4.79219778
1069XV,1069,XV,52.35847383,4.791243905
1069XW,1069,XW,52.35843557,4.790704935
1069XX,1069,XX,52.35810832,4.79245092
1069XZ,1069,XZ,52.35773623,4.792651309
1069ZA,1069,ZA,52.35742318,4.792861911
1069ZB,1069,ZB,52.35850346,4.793183694
1069ZC,1069,ZC,52.35817926,4.793354405
1069ZD,1069,ZD,52.35786106,4.793527479
1069ZE,1069,ZE,52.3584042,4.793901344
1069ZG,1069,ZG,52.35803353,4.79410502
1069ZH,1069,ZH,52.3576999,4.794302983
1069ZJ,1069,ZJ,52.35879238,4.794640482
1069ZK,1069,ZK,52.35840992,4.794843767
1069ZL,1069,ZL,52.35809556,4.795013175
1069ZM,1069,ZM,52.3586968,4.795363249
1069ZN,1069,ZN,52.35839505,4.795524864
1069ZP,1069,ZP,52.35805904,4.795708437
1069ZR,1069,ZR,52.36027941,4.7899765
1069ZT,1069,ZT,52.36211243,4.793738571
1069ZW,1069,ZW,52.36128997,4.793461859
1069ZX,1069,ZX,52.36090371,4.79248794
1069ZZ,1069,ZZ,52.36077255,4.791824721
1070AA,1070,AA,52.37664335,4.87172564
1070AB,1070,AB,52.37664335,4.87172564
1070AC,1070,AC,52.37664335,4.87172564
1070AD,1070,AD,52.37664335,4.87172564
1070AE,1070,AE,52.37664335,4.87172564
1070AG,1070,AG,52.37664335,4.87172564
1070AH,1070,AH,52.37664335,4.87172564
1070AJ,1070,AJ,52.37664335,4.87172564
1070AK,1070,AK,52.37664335,4.87172564
1070AL,1070,AL,52.37664335,4.87172564
1070AM,1070,AM,52.37664335,4.87172564
1070AN,1070,AN,52.37664335,4.87172564
1070AP,1070,AP,52.37664335,4.87172564
1070AR,1070,AR,52.37664335,4.87172564
1070AS,1070,AS,52.37664335,4.87172564
1070AT,1070,AT,52.37664335,4.87172564
1070AV,1070,AV,52.37664335,4.87172564
1070AW,1070,AW,52.37664335,4.87172564
1070AX,1070,AX,52.37664335,4.87172564
1070AZ,1070,AZ,52.37664335,4.87172564
1070BA,1070,BA,52.37664335,4.87172564
1070BB,1070,BB,52.37664335,4.87172564
1070BC,1070,BC,52.37664335,4.87172564
1070BD,1070,BD,52.37664335,4.87172564
1070BE,1070,BE,52.37664335,4.87172564
1070BR,1070,BR,52.37664335,4.87172564
1070BS,1070,BS,52.37664335,4.87172564
1070BT,1070,BT,52.37664335,4.87172564
1070BV,1070,BV,52.37664335,4.87172564
1070DB,1070,DB,52.37664335,4.87172564
1070DC,1070,DC,52.37664335,4.87172564
1070DE,1070,DE,52.37664335,4.87172564
1070DJ,1070,DJ,52.37664335,4.87172564
1070DM,1070,DM,52.37664335,4.87172564
1070DN,1070,DN,52.37664335,4.87172564
1070EA,1070,EA,52.37664335,4.87172564
1070EB,1070,EB,52.37664335,4.87172564
1070ED,1070,ED,52.37664335,4.87172564
1070EE,1070,EE,52.37664335,4.87172564
1070EG,1070,EG,52.37664335,4.87172564
1070EH,1070,EH,52.37664335,4.87172564
1070HC,1070,HC,52.37664335,4.87172564
1070HD,1070,HD,52.37664335,4.87172564
1070HE,1070,HE,52.37664335,4.87172564
1070KA,1070,KA,52.37664335,4.87172564
1070KB,1070,KB,52.37664335,4.87172564
1070KC,1070,KC,52.37664335,4.87172564
1070KD,1070,KD,52.37664335,4.87172564
1070KE,1070,KE,52.37664335,4.87172564
1070KP,1070,KP,52.37664335,4.87172564
1070LG,1070,LG,52.37664335,4.87172564
1070LH,1070,LH,52.37664335,4.87172564
1070LJ,1070,LJ,52.37664335,4.87172564
1070LK,1070,LK,52.37664335,4.87172564
1070LL,1070,LL,52.37664335,4.87172564
1070LP,1070,LP,52.37664335,4.87172564
1070MS,1070,MS,52.37664335,4.87172564
1070MX,1070,MX,52.37664335,4.87172564
1070NB,1070,NB,52.37664335,4.87172564
1070NC,1070,NC,52.37664335,4.87172564
1070ND,1070,ND,52.37664335,4.87172564
1070NE,1070,NE,52.37664335,4.87172564
1071AA,1071,AA,52.35979881,4.871346483
1071AB,1071,AB,52.36122996,4.881821333
1071AC,1071,AC,52.3610168,4.881024932
1071AD,1071,AD,52.36086709,4.880445468
1071AE,1071,AE,52.36076717,4.880043536
1071AG,1071,AG,52.36064188,4.879592541
1071AH,1071,AH,52.36050229,4.879077177
1071AJ,1071,AJ,52.36035915,4.878525729
1071AK,1071,AK,52.35985018,4.876761576
1071AL,1071,AL,52.35999077,4.877449038
1071AM,1071,AM,52.35966022,4.877686296
1071AN,1071,AN,52.35911137,4.878148971
1071AP,1071,AP,52.35591849,4.880373285
1071AR,1071,AR,52.35510782,4.881018638
1071AS,1071,AS,52.35442952,4.881493146
1071AT,1071,AT,52.35397316,4.88181391
1071AV,1071,AV,52.35353342,4.882116704
1071AW,1071,AW,52.35968595,4.877243949
1071AX,1071,AX,52.35893339,4.877722585
1071AZ,1071,AZ,52.3584222,4.878079988
1071BA,1071,BA,52.35768159,4.878594811
1071BB,1071,BB,52.35703168,4.87906519
1071BC,1071,BC,52.35554554,4.880122653
1071BD,1071,BD,52.3550024,4.880507996
1071BE,1071,BE,52.35449549,4.880868815
1071BG,1071,BG,52.3539265,4.881266384
1071BH,1071,BH,52.35344661,4.881601829
1071BJ,1071,BJ,52.35544184,4.881425075
